,CustomerID,NumOrders,AvgOrderValues,TotalSpent
117,12492.0,2,13.160500000000003,263.21000000000004
118,12493.0,2,19.715454545454545,433.74
119,12494.0,7,16.183116883116885,1246.1000000000001
120,12497.0,1,74.50714285714285,1043.1
121,12498.0,3,17.55217391304348,403.70000000000005
122,12500.0,11,69.80032786885245,4257.82
123,12501.0,1,14.559664429530201,2169.39
124,12502.0,5,25.332448979591835,3723.87
125,12504.0,2,53.5611111111111,482.04999999999995
126,12506.0,1,3.1956521739130435,73.5
127,12507.0,3,62.13380952380952,1304.81
128,12508.0,2,5.772028985507246,398.27
129,12509.0,1,25.214285714285715,176.5
130,12510.0,2,29.774848484848484,982.5699999999999
131,12512.0,2,4.059705882352941,138.03
132,12513.0,1,17.494,612.29
133,12514.0,1,19.954509803921567,1017.68
134,12515.0,1,23.98125,383.7
135,12516.0,2,50.46384615384615,1312.06
136,12517.0,5,8.812816901408452,2502.84
137,12518.0,5,16.58782258064516,2056.89
138,12519.0,1,18.935555555555553,340.84
139,12520.0,5,17.330657894736845,2634.26
140,12521.0,1,15.781052631578946,599.68
141,12522.0,2,16.06,192.72
142,12523.0,11,16.884622641509434,1789.77
143,12524.0,8,31.150833333333335,4485.72
144,12526.0,3,18.54450704225352,1316.66
145,12527.0,3,19.37277777777778,348.71000000000004
146,12528.0,6,21.01608695652174,1933.48
147,12530.0,4,25.186060606060607,1662.28
148,12531.0,1,7.365882352941177,125.22
149,12532.0,1,21.864375000000003,349.83000000000004
150,12534.0,1,17.28857142857143,1089.18
151,12535.0,2,21.069117647058825,716.35
152,12536.0,3,48.282873563218395,12601.830000000002
153,12538.0,1,17.33095238095238,363.95
154,12539.0,4,20.396886446886448,5568.35
155,12540.0,17,28.03397489539749,13400.24
156,12541.0,3,18.868846153846153,981.18
157,12544.0,1,19.61578947368421,372.7
158,12545.0,2,20.0078,1000.39
159,12546.0,2,16.833333333333332,1161.5
160,12547.0,2,25.974999999999998,207.79999999999998
161,12548.0,1,19.04,95.19999999999999
162,12550.0,1,16.92684210526316,964.83
163,12551.0,1,16.8,168.0
164,12552.0,2,21.891,437.82
165,12553.0,10,19.33130890052356,3692.28
166,12556.0,2,4.989338842975207,603.71
167,12557.0,5,363.36242424242425,11990.960000000001
168,12558.0,1,24.54181818181818,269.96
169,12559.0,2,26.74809523809524,561.71
170,12560.0,3,20.323904761904764,2134.01
171,12561.0,1,14.928125,238.85
172,12562.0,7,22.510357142857146,3781.7400000000002
173,12564.0,1,21.757142857142856,456.9
174,12565.0,1,16.21333333333333,145.92
175,12566.0,1,18.507894736842104,351.65
176,12567.0,10,21.079103139013455,9401.28
177,12569.0,32,21.939840425531912,4124.69
178,12571.0,2,15.28264705882353,519.61
179,12572.0,2,17.006999999999998,1020.42
180,12573.0,1,5.733571428571429,160.54000000000002
181,12574.0,1,19.85909090909091,218.45
182,12576.0,5,14.952613636363635,1315.83
183,12577.0,3,4.474829931972788,657.8
184,12578.0,2,24.51324561403509,2794.51
185,12579.0,1,15.18689655172414,440.42
186,12580.0,1,17.320833333333333,415.7
187,12581.0,1,13.180666666666667,197.71
188,12582.0,2,23.243636363636366,511.36
189,12583.0,15,29.47927125506073,7281.38
190,12584.0,9,24.355729166666666,2338.15
191,12585.0,2,23.44942528735632,2040.1
192,12586.0,1,17.903636363636366,196.94000000000003
193,12587.0,1,36.0,144.0
194,12588.0,1,21.49,214.89999999999998
195,12589.0,2,18.47657142857143,646.68
196,12590.0,2,145.06264705882353,9864.26
197,12591.0,1,17.41730769230769,452.84999999999997
198,12592.0,2,24.311111111111114,437.6
199,12593.0,3,19.909523809523808,418.09999999999997
200,12594.0,10,28.290000000000003,3338.2200000000003
201,12596.0,2,22.898888888888887,618.27
202,12597.0,4,18.50106796116505,3811.22
203,12598.0,8,22.902121212121212,3023.08
204,12599.0,7,16.654516129032256,1032.58
205,12600.0,10,40.61,2599.04
206,12601.0,5,20.609285714285715,577.0600000000001
207,12602.0,1,12.76,153.12
208,12603.0,1,369.59999999999997,739.1999999999999
209,12604.0,2,15.88625,254.18
210,12607.0,1,15.63871287128713,1579.51
211,12609.0,3,18.78083333333333,1126.85
212,12610.0,5,19.80698113207547,2099.54
213,12611.0,1,18.35876923076923,1193.32
214,12612.0,1,37.054736842105264,704.0400000000001
215,12613.0,5,21.858692810457516,3344.38
216,12614.0,1,15.780000000000001,315.6
217,12615.0,4,21.820857142857143,2291.19
218,12616.0,2,22.290625,713.3
219,12617.0,1,8.465,355.53
220,12618.0,1,16.11909090909091,177.31
221,12619.0,9,40.45822222222222,3641.24
222,12620.0,3,14.558804347826088,1339.41
223,12621.0,20,29.31406852248394,13689.67
224,12622.0,1,16.37272727272727,180.1
225,12623.0,1,16.950000000000003,305.1
226,12624.0,2,16.87184210526316,641.13
227,12625.0,2,31.207209302325584,2683.82
228,12626.0,9,22.51863945578231,6620.48
229,12627.0,7,19.47186956521739,4478.53
230,12628.0,3,19.181951219512197,786.46
231,12630.0,2,19.8575,1270.88
232,12631.0,1,20.661290322580644,640.5
233,12633.0,4,21.425544554455445,2163.98
234,12635.0,2,16.724554455445546,1689.18
235,12637.0,8,15.440769230769229,6021.9
236,12638.0,1,17.222820512820515,671.69
237,12639.0,1,22.095454545454547,486.1
238,12640.0,3,22.16188679245283,1174.58
239,12641.0,1,18.59,185.9
240,12642.0,3,21.558723404255318,1013.26
241,12643.0,6,139.35999999999999,3344.64
242,12644.0,1,15.416451612903227,477.91
243,12645.0,4,24.31753424657534,1775.18
244,12646.0,2,29.932666666666666,1346.97
245,12647.0,12,30.76710743801653,3722.82
246,12648.0,1,15.145238095238096,318.05
247,12649.0,3,20.113225806451613,623.51
248,12650.0,1,15.722,314.44
249,12651.0,1,12.666666666666666,114.0
250,12652.0,1,19.16625,919.98
251,12653.0,2,51.391860465116274,2209.85
252,12654.0,5,15.841578947368422,601.98
253,12656.0,5,32.152142857142856,4051.17
254,12657.0,4,34.961276595744685,1643.18
255,12658.0,1,19.056944444444444,686.05
256,12659.0,1,18.336000000000002,91.68
257,12660.0,1,18.853846153846153,245.1
258,12662.0,11,16.73817391304348,3849.78
259,12664.0,9,131.94270270270272,4881.88
260,12665.0,1,21.0,63.0
261,12667.0,1,18.791818181818183,620.13
262,12668.0,4,23.64689440993789,3807.15
263,12669.0,3,27.168613861386135,2744.0299999999997
264,12670.0,5,32.56576086956522,2996.05
265,12672.0,1,22.589999999999996,225.89999999999998
266,12673.0,2,14.536190476190475,610.52
267,12674.0,4,23.742168674698792,1970.6
268,12676.0,6,29.586444444444446,1331.39
269,12678.0,12,106.83915151515151,17628.46
270,12679.0,4,23.187916666666666,1113.02
271,12680.0,4,16.592499999999998,862.81
272,12681.0,22,21.610564263322885,13787.54
273,12682.0,31,23.406133333333333,12288.22
274,12683.0,15,24.641191860465117,8476.57
275,12684.0,7,21.748857142857144,2283.63
276,12685.0,6,18.236178343949042,2863.08
277,12686.0,1,12.734285714285715,89.14
278,12688.0,1,28.501812865497072,4873.8099999999995
279,12689.0,2,17.327916666666667,1247.61
280,12690.0,1,24.313125,389.01
281,12691.0,6,32.36875,1035.8
282,12693.0,4,21.946410256410257,855.91
283,12694.0,2,23.504594594594593,869.67
284,12695.0,4,21.55925925925926,582.1
285,12697.0,3,23.355853658536585,957.59
286,12700.0,4,18.432798507462685,4939.99
287,12701.0,2,15.051132075471699,797.71
288,12702.0,1,18.25,219.0
289,12703.0,1,13.502380952380953,283.55
290,12704.0,8,26.600454545454546,2340.84
291,12705.0,9,20.56374251497006,6868.29
292,12707.0,1,18.285454545454545,603.42
293,12708.0,10,17.27968152866242,2712.91
294,12709.0,15,46.81019230769231,9736.52
295,12710.0,3,14.922337662337663,1149.02
296,12712.0,13,33.053609022556394,4396.13
297,12713.0,1,22.330263157894734,848.55
298,12714.0,5,18.18092664092664,4708.86
299,12715.0,1,16.85047619047619,353.86
300,12716.0,2,15.267971014492753,1053.49
301,12717.0,2,18.74509090909091,1030.98
302,12718.0,1,12.539473684210526,238.25
303,12719.0,2,16.53717948717949,644.95
304,12720.0,25,16.332570621468925,5781.73
305,12721.0,6,16.497701863354038,2656.13
306,12722.0,4,18.82320754716981,997.63
307,12723.0,5,10.508260869565218,725.07
308,12724.0,4,19.460566037735852,1031.41
309,12725.0,1,17.825,427.8
310,12726.0,7,21.041129032258063,2609.1
311,12727.0,7,28.638129496402875,3980.7
312,12728.0,4,18.18108695652174,836.33
313,12729.0,1,17.423461538461538,453.01
314,12731.0,12,68.96317518248175,18895.91
315,12732.0,1,19.688333333333336,236.26000000000002
316,12733.0,1,17.452272727272728,383.95
317,12734.0,1,27.599999999999998,110.39999999999999
318,12735.0,2,18.12953488372093,779.5699999999999
319,12736.0,1,58.5,234.0
320,12738.0,1,14.122727272727273,155.35
321,12739.0,2,26.658947368421053,1013.04
322,12740.0,1,15.837037037037037,427.6
323,12743.0,2,4.077835820895522,546.43
324,12744.0,7,95.85265765765766,21279.29
325,12747.0,11,40.737961165048546,4196.01
326,12748.0,209,7.338352557127313,33719.73
327,12749.0,5,20.55718592964824,4090.88
328,12750.0,1,18.392,275.88
329,12752.0,1,82.3920754716981,4366.78
330,12753.0,6,108.77862944162436,21429.39
331,12754.0,3,47.78952380952381,3010.74
332,12755.0,2,952.9875,3811.95
333,12756.0,1,28.019999999999996,112.07999999999998
334,12757.0,13,21.178167115902966,7857.1
335,12758.0,2,28.779278350515465,2791.59
336,12759.0,3,16.12042105263158,1531.44
337,12762.0,2,27.51478260869565,1898.52
338,12763.0,2,27.448888888888888,494.08
339,12764.0,1,37.64177777777778,1693.88
340,12766.0,7,22.547193548387096,6989.63
341,12769.0,1,35.7375,1143.6
342,12770.0,1,112.62083333333334,1351.45
343,12772.0,1,16.226727272727274,892.47
344,12775.0,5,21.00060606060606,1386.04
345,12778.0,6,16.4446,822.23
346,12779.0,8,26.72053691275168,3981.36
347,12781.0,2,33.0696,826.74
348,12782.0,5,22.630291262135923,2330.92
349,12783.0,6,26.49892857142857,2225.91
350,12784.0,2,9.73593220338983,574.42
351,12785.0,1,22.282142857142855,311.95
352,12787.0,3,23.183,463.66
353,12789.0,1,22.9625,91.85
354,12790.0,1,15.472380952380954,324.92
355,12791.0,1,96.30000000000001,192.60000000000002
356,12792.0,1,16.0216,400.53999999999996
357,12793.0,2,22.728333333333335,545.48
358,12794.0,2,19.12022222222222,860.41
359,12795.0,1,30.74857142857143,430.48
360,12797.0,1,19.540769230769232,254.03
361,12798.0,3,872.13,6977.04
362,12802.0,1,17.1032,427.58
363,12808.0,3,17.273214285714285,483.65000000000003
364,12809.0,1,19.572400000000002,489.31
365,12811.0,3,16.608064516129033,514.85
366,12812.0,1,15.309333333333335,229.64000000000001
367,12814.0,1,62.96,125.92
368,12815.0,2,22.6268085106383,1063.46
369,12816.0,2,19.731034482758623,572.2
370,12817.0,1,41.51,166.04
371,12818.0,1,110.14857142857143,1542.08
372,12820.0,4,15.97186440677966,942.34
373,12821.0,1,15.453333333333333,92.72
374,12822.0,2,20.62782608695652,948.88
375,12823.0,5,351.9,1759.5
376,12824.0,1,15.8848,397.12
377,12826.0,7,16.205714285714286,1474.72
378,12827.0,3,17.206000000000003,430.15000000000003
379,12828.0,6,18.19125,1018.71
380,12829.0,2,26.636363636363637,293.0
381,12830.0,6,179.33263157894737,6814.64
382,12831.0,1,23.894444444444446,215.05
383,12832.0,2,14.186296296296295,383.03
384,12833.0,1,17.390833333333333,417.38
385,12834.0,1,17.354444444444443,312.38
386,12836.0,4,14.930628571428572,2612.86
387,12837.0,1,11.174999999999999,134.1
388,12838.0,2,5.55390243902439,683.13
389,12839.0,14,17.80707006369427,5591.42
390,12840.0,4,24.13070796460177,2726.77
391,12841.0,25,9.577023809523808,4022.35
392,12842.0,2,32.9114705882353,1118.99
393,12843.0,8,16.526796116504855,1702.26
394,12844.0,2,6.268461538461539,325.96000000000004
395,12845.0,4,13.114444444444443,354.09
396,12847.0,1,9.577362637362636,871.54
397,12849.0,2,20.6056862745098,1050.8899999999999
398,12851.0,1,2.7036000000000002,135.18
399,12852.0,1,18.326470588235296,311.55
400,12853.0,6,25.09102564102564,1957.1000000000001
401,12854.0,3,12.040909090909091,1324.5
402,12855.0,1,12.700000000000001,38.1
403,12856.0,6,6.942452229299363,2179.93
404,12857.0,2,24.05217391304348,1106.4
405,12863.0,1,104.24000000000001,521.2
406,12864.0,1,49.04,147.12
407,12865.0,2,16.507684210526318,1568.23
408,12866.0,1,21.504615384615384,559.12
409,12867.0,7,7.503382899628253,4036.82
410,12868.0,6,15.0192523364486,1607.0600000000002
411,12871.0,2,34.60363636363636,380.64
412,12872.0,2,9.090454545454547,599.97
413,12873.0,1,93.5,374.0
414,12875.0,2,171.61500000000004,343.2300000000001
415,12876.0,2,26.09435294117647,2218.02
416,12877.0,12,9.972532467532467,1535.77
417,12878.0,2,18.191276595744682,854.99
418,12879.0,3,57.322,573.22
419,12881.0,1,42.57142857142857,298.0
420,12882.0,2,112.54153846153847,1463.04
421,12883.0,4,16.749285714285715,703.47
422,12884.0,1,44.15,309.05
423,12885.0,3,16.552394366197184,1175.22
424,12886.0,2,16.809756097560978,1378.4
425,12888.0,2,70.824,354.12
426,12890.0,1,4.639878048780488,380.46999999999997
427,12891.0,3,110.33333333333333,331.0
428,12893.0,1,5.533529411764706,188.14
429,12895.0,2,16.945454545454545,372.8
430,12897.0,2,54.125,216.5
431,12901.0,28,152.19431034482758,17654.54
432,12902.0,1,13.868,138.68
433,12904.0,2,7.0775,509.58
434,12906.0,5,46.34619047619047,2919.81
435,12908.0,2,375.0,750.0
436,12909.0,5,23.941428571428574,2178.67
437,12910.0,8,41.00053333333333,3075.04
438,12912.0,5,69.2625,1662.3
439,12913.0,5,49.6726,2483.63
440,12915.0,2,16.529545454545453,363.65
441,12916.0,4,28.094859813084113,3006.15
442,12917.0,1,297.0,594.0
443,12919.0,6,26.7038,1335.19
444,12920.0,1,5.8653571428571425,164.23
445,12921.0,37,23.037625,16587.09
446,12922.0,1,14.477857142857143,405.38
447,12923.0,1,6.102413793103448,176.97
448,12924.0,4,31.123333333333335,933.7
449,12925.0,2,15.423333333333332,694.05
450,12928.0,5,24.555952380952384,2062.7000000000003
451,12929.0,1,14.73125,117.85
452,12930.0,2,16.632,415.8
453,12931.0,15,512.8775609756098,42055.96
454,12933.0,3,5.7314150943396225,607.53
455,12935.0,7,16.749612403100773,2160.7
456,12936.0,4,17.15967741935484,1063.9
457,12937.0,4,12.535583333333333,1504.27
458,12938.0,1,12.682222222222222,114.14
459,12939.0,8,246.42127659574467,11581.8
460,12940.0,2,9.227676767676767,913.54
461,12942.0,3,9.118666666666666,683.9
462,12944.0,2,20.150333333333332,604.51
463,12945.0,1,20.128260869565217,462.95
464,12947.0,6,16.535979381443298,1603.99
465,12948.0,7,17.801293103448273,2064.95
466,12949.0,8,19.382418604651164,4167.22
467,12950.0,3,80.1304347826087,1843.0
468,12951.0,6,16.89,1064.07
469,12952.0,4,17.566962025316457,1387.79
470,12953.0,1,19.40294117647059,329.85
471,12955.0,11,26.428666666666665,4757.16
472,12956.0,1,5.687894736842105,108.07
473,12957.0,8,16.880420168067225,4017.54
474,12962.0,2,16.649375,266.39
475,12963.0,8,19.54347368421053,1856.63
476,12965.0,1,7.081743119266055,771.91
477,12966.0,1,16.018,160.18
478,12967.0,2,87.41578947368421,1660.9
479,12968.0,1,27.189999999999998,135.95
480,12970.0,4,2.9949668874172186,452.24
481,12971.0,86,36.68822950819672,11189.91
482,12974.0,1,18.1,144.8
483,12976.0,1,33.57272727272727,738.6
484,12977.0,1,4.359999999999999,39.239999999999995
485,12980.0,9,368.745,7374.900000000001
486,12981.0,2,18.610999999999997,372.21999999999997
487,12982.0,1,13.947857142857144,390.54
488,12984.0,1,24.375,97.5
489,12985.0,2,16.30763157894737,1239.38
490,12987.0,2,19.95357142857143,558.7
491,12988.0,1,5.818695652173914,535.32
492,12989.0,15,108.18921875000001,6924.110000000001
493,12990.0,3,31.5,409.5
494,12991.0,2,16.25032258064516,503.76
495,12993.0,4,15.361481481481482,414.76
496,12994.0,3,15.97409836065574,974.4200000000001
497,12995.0,1,70.44,211.32
498,12997.0,4,20.794745762711866,1226.89
499,12999.0,3,16.28142857142857,455.88
500,13000.0,3,17.253225806451614,534.85
501,13001.0,13,28.964070796460177,9818.82
502,13002.0,1,17.27857142857143,120.94999999999999
503,13003.0,3,24.84166666666667,149.05
504,13004.0,18,13.999777227722772,5655.91
505,13005.0,2,19.75769230769231,513.7
506,13006.0,1,20.3925,81.57
507,13008.0,1,16.390714285714285,229.46999999999997
508,13011.0,1,16.85,50.550000000000004
509,13012.0,8,18.6723595505618,1661.8400000000001
510,13013.0,13,21.967762557077627,4810.9400000000005
511,13014.0,10,31.800733944954125,3466.2799999999997
512,13015.0,5,19.012954545454548,3346.28
513,13016.0,3,16.806170212765956,789.89
514,13017.0,1,204.0,204.0
515,13018.0,28,15.890174672489083,7277.7
516,13021.0,9,19.97236641221374,2616.38
517,13023.0,2,17.2475,689.9
518,13026.0,5,24.384,975.36
519,13027.0,6,265.84615384615387,6912.0
520,13028.0,2,14.695999999999998,661.3199999999999
521,13029.0,3,124.75,1247.5
522,13030.0,2,8.075555555555555,799.48
523,13032.0,2,14.227887323943662,1010.18
524,13033.0,1,17.322727272727274,190.55
525,13034.0,2,17.372162162162162,642.77
526,13035.0,2,34.1437037037037,921.88
527,13037.0,3,18.355625,881.07
528,13038.0,3,32.445,908.46
529,13040.0,2,15.743953488372092,676.99
530,13043.0,1,39.72461538461538,516.42
531,13044.0,1,16.983939393939394,560.47
532,13045.0,1,16.96,305.28000000000003
533,13046.0,2,17.980285714285714,629.31
534,13047.0,10,18.822906976744186,3237.54
535,13048.0,4,13.499338235294118,1835.91
536,13049.0,2,46.90571428571429,656.6800000000001
537,13050.0,17,14.483523573200992,5836.86
538,13052.0,1,19.34166666666667,348.15000000000003
539,13055.0,3,15.979078947368421,1214.41
540,13058.0,3,33.925000000000004,271.40000000000003
541,13059.0,1,22.925,183.4
542,13060.0,1,20.502,307.53
543,13061.0,1,24.861,248.61
544,13062.0,1,31.543636363636367,346.98
545,13064.0,4,16.22449275362319,1119.49
546,13065.0,1,14.704285714285716,205.86
547,13066.0,2,9.808333333333334,470.8
548,13067.0,1,7.697333333333334,115.46000000000001
549,13068.0,2,172.0,344.0
550,13069.0,24,10.437929411764706,4436.12
551,13070.0,1,25.422222222222224,228.8
552,13072.0,1,25.307142857142857,177.15
553,13075.0,1,41.80045454545455,919.61
554,13077.0,4,6.5113392857142856,729.27
555,13078.0,26,35.27357541899441,12627.94
556,13079.0,5,36.68333333333334,220.10000000000002
557,13080.0,1,9.68,58.08
558,13081.0,11,27.67322265625,28337.38
559,13082.0,9,49.50178082191781,3613.63
560,13083.0,2,16.875,303.75
561,13085.0,2,18.912727272727274,416.08000000000004
562,13089.0,97,32.35744224422442,58825.83
563,13090.0,14,57.48916129032258,8910.82
564,13091.0,1,16.467619047619046,345.82
565,13092.0,5,19.1132,477.83
566,13093.0,8,49.260817610062894,7832.47
567,13094.0,12,80.305,1927.3200000000002
568,13095.0,1,12.399999999999999,74.39999999999999
569,13097.0,10,14.209030732860521,6010.42
570,13098.0,28,50.49377622377622,28882.44
571,13099.0,1,207.35999999999999,207.35999999999999
572,13101.0,1,12.64875,101.19
573,13102.0,24,21.131875,6424.09
574,13103.0,1,30.4925,243.94
575,13104.0,6,54.924,1098.48
576,13106.0,1,76.5,76.5
577,13107.0,4,26.407241379310346,1531.6200000000001
578,13108.0,1,35.006,350.06
579,13109.0,2,16.734893617021275,786.54
580,13110.0,7,10.266689655172414,1488.67
581,13113.0,24,61.229800000000004,12245.960000000001
582,13115.0,4,19.12316666666667,2294.78
583,13116.0,1,16.704666666666665,501.14
584,13117.0,8,12.959342105263158,984.91
585,13118.0,5,15.162151898734177,1197.81
586,13120.0,1,30.599999999999998,30.599999999999998
587,13121.0,1,5.674600000000001,283.73
588,13122.0,2,16.77072727272727,922.39
589,13124.0,3,16.452468085106382,3866.33
590,13126.0,8,14.997428571428571,2099.64
591,13127.0,1,17.278000000000002,259.17
592,13130.0,1,32.0,64.0
593,13131.0,3,24.393181818181816,1073.3
594,13132.0,1,25.766666666666666,77.3
595,13133.0,2,15.685714285714285,109.8
596,13134.0,4,18.301836734693875,1793.58
597,13135.0,1,3096.0,3096.0
598,13136.0,5,20.53236220472441,2607.61
599,13137.0,8,5.185241477272727,3650.41
600,13138.0,6,15.276031746031746,962.39
601,13139.0,7,29.79376470588235,5064.94
602,13140.0,3,9.211304347826088,423.72
603,13141.0,5,17.694444444444443,2388.75
604,13142.0,1,13.351739130434781,307.09
605,13144.0,1,36.983333333333334,110.95
606,13145.0,4,103.08666666666666,618.52
607,13146.0,1,13.465294117647058,228.91
608,13147.0,4,178.20000000000002,712.8000000000001
609,13148.0,12,11.621065830721003,3707.12
610,13149.0,4,19.48906976744186,1676.06
611,13151.0,1,16.998243243243245,1257.8700000000001
612,13153.0,1,32.41466666666667,486.22
613,13155.0,4,11.432470588235294,971.76
614,13157.0,4,20.014022988505747,1741.22
615,13158.0,4,15.203291139240505,1201.06
616,13159.0,4,11.883057851239668,1437.85
617,13160.0,1,22.95,91.8
618,13161.0,1,14.09375,112.75
619,13162.0,4,21.370759493670885,1688.29
620,13165.0,2,24.32095238095238,1021.48
621,13166.0,1,10.175609756097561,417.2
622,13167.0,4,12.174307692307693,791.33
623,13168.0,4,10.070152671755725,1319.19
624,13169.0,2,54.83692307692308,712.88
625,13170.0,1,3.6253124999999997,116.00999999999999
626,13171.0,3,10.182826086956522,468.41
627,13173.0,2,8.224418604651163,353.65
628,13174.0,3,8.971433121019109,2817.03
629,13176.0,1,6.845,492.84
630,13177.0,1,16.61470588235294,282.45
631,13178.0,11,21.60554716981132,5725.47
632,13182.0,1,11.016363636363637,121.18
633,13183.0,9,42.10404255319149,3957.78
634,13184.0,10,9.39939226519337,1701.29
635,13185.0,1,71.4,71.4
636,13186.0,3,19.947974683544306,1575.89
637,13187.0,1,6.378918918918919,236.02
638,13188.0,1,57.300000000000004,114.60000000000001
639,13189.0,2,8.988965517241379,260.68
640,13192.0,2,14.475238095238096,911.94
641,13193.0,1,4.0648275862068965,117.88
642,13194.0,1,20.233333333333334,60.7
643,13196.0,4,16.343454545454545,1797.78
644,13198.0,6,15.049734513274338,3401.2400000000002
645,13199.0,38,82.49680672268909,9817.12
646,13200.0,4,18.915,870.09
647,13203.0,4,15.253684210526316,869.46
648,13207.0,2,31.282500000000002,250.26000000000002
649,13208.0,6,8.214093959731544,1223.9
650,13209.0,8,18.35392523364486,5891.61
651,13210.0,1,16.067272727272726,353.48
